,shop,phone,location
4768,OK편의점,041-666-0943,충남 서산시 석남동 575-1
4769,청양복권방,041-943-7017,충남 청양군 청양읍 읍내리 326-4
4770,안면로또점,041-673-0645,충남 태안군 안면읍 승언리 1148번지
4771,해피복권,041-674-7884,충남 태안군 태안읍 남문리 576-18
4772,로또홍성휴게소(하행)판매점,,충남 홍성군 은하면 금국리 292-3 서해안고속도로 홍성휴게소 하행내 하이샵코너내
4773,복권나라,041-633-2361,충남 홍성군 홍성읍 오관리 222-3
4774,중앙사무기,041-754-2223,충남 금산군 금산읍 중도리 503-4
4775,제일복권,041-980-5599,충남 논산시 내동 969
4776,노다지복권방,041-931-6161,충남 보령시 대천3동 729-10
4777,로또판매점,041-674-8114,충남 태안군 태안읍 남문리 629-2
4778,수채화,041-633-6432,충남 홍성군 홍성읍 오관리 118-1
4779,로또명당해미점,041-688-6004,충남 서산시 해미면 읍내리 295-4
4780,계룡복권방,042-841-2355,충남 계룡시 금암동 72-6번지 신신태양철물상사 건물내
4781,로또사랑복권방,041-734-6678,충남 논산시 취암동 78-4
4782,로또복권방,041-358-7555,충남 당진시 송악읍 복운리 1645-7
4783,행운마트,041-532-7997,충남 아산시 인주면 공세리 114-18
4784,우리별텔레콤(SK백석점),070-8810-5444,충남 천안시 서북구 백석동 859번지 상가101호
4785,대박로또,,충남 논산시 반월동 121-26번지 1층상가
4786,GS25(목천동우점),041-564-2900,충남 천안시 동남구 목천읍 신계리 422
4787,GS25(천안봉명점),041-577-9664,충남 천안시 동남구 봉명동 40-9번지
4788,GS25(천안성지점),041-579-7328,충남 천안시 동남구 신방동 881
4789,GS25(천안신방점),041-577-2520,충남 천안시 동남구 신방동 905번지 현대아파트상가102호
4790,GS25(천안초원점),041-578-4201,충남 천안시 동남구 신방동 920번지 초원그린타운아파트상가1동124호
4791,GS25(천안시민점),041-556-5780,충남 천안시 동남구 신부동 469-1번지
4792,GS25(천안창조점),041-555-2702,충남 천안시 동남구 신부동 494-1번지 삼부르네상스오피스텔 103호
4793,GS25(천안장미점),041-577-3890,충남 천안시 서북구 쌍용동 1194번지
4794,GS25(천안용암점),000-0000-0000,충남 천안시 서북구 쌍용3동 1968
4795,GS25(뉴천안동보점),041-555-7829,충남 천안시 동남구 안서동 305-11
4796,GS25(온천파크점),041-547-1601,충남 아산시 온천동 1310번지 1층
4797,GS25(아산비발디점),041-531-9032,충남 아산시 배방읍 북수리 939 GS편의점
4798,GS25(아산중앙점),041-548-8424,충남 아산시 온천동 491번지
4799,GS25(두정메트로점),041-565-2343,충남 천안시 서북구 성정동 1451
4800,희망로또,041-853-9382,충남 공주시 신관동 611-1번지 1층 상가
4801,왕대박복권,041-735-8262,충남 논산시 연산면 임리 125-2번지 편의점
4802,로또대박명당(보령점),,충남 보령시 대천동 774-14
4803,럭키오메가,,충남 서산시 음암면 도당리 28-12 S오일 주유소 내
4804,활력,041-664-2702,충남 서산시 동문2동 425-6번지
4805,봉황복권점,,충남 아산시 둔포면 봉재리 400-1
4806,이번 주인공은 당신!,,충남 아산시 신창면 남성리 103번지
4807,대박로또명당,041-545-2890,충남 아산시 온양3동 565-6
4808,터미널복권방,,충남 홍성군 금마면 가산리 475-2 CU편의점내
4809,이마트24당진합덕점,,충남 당진시 합덕읍 운산리 263-116번지
4810,대박로또,041-841-4777,충남 공주시 유구읍 석남리 288-12번지 1층
4811,대박로또,,충남 아산시 권곡동 550-5번지
4812,차암일등로또,,충남 천안시 서북구 차암동 461번지
4813,작은신부,,충남 서산시 대산읍 대산리 133-31
4814,행운로또,,충남 아산시 둔포면 관대리 197
4815,새누리로또복권방,,충남 천안시 동남구 영성동 133-2 1호
4816,로또대박,,충남 천안시 서북구 성성동 482-11번지
4817,노다지,,충남 천안시 서북구 성환읍 매주리 88-10
4818,공주로또,,충남 공주시 중동 369-15
4819,행운로또판매점,041-548-1748,충남 아산시 배방읍 북수리 1396
4820,로또복권나눔커피,070-8966-0941,충남 아산시 배방읍 공수리 66-2
4821,복권나라,042-841-4802,충남 계룡시 엄사면 엄사리 184-4
4822,일등로또,041-633-7350,충남 홍성군 고암리 977
4823,예산일등로또,041-334-7111,충남 예산군 예산읍 신례원리 303-9
4824,복권판매점,041-664-3477,충남 서산시 동문동 797-13 미림화랑 옆 1층 상가
4825,대박로또명당,041-357-7779,충남 당진시 송악읍 가학리 616-10
4826,로또당진합덕원룸점,,충남 당진시 합덕읍 운산리 907-6 1층 위드미 편의점
4827,한마음복권,,충남 부여군 부여읍 동남리 709-2
4828,황금로또,041-635-1255,충남 홍성군 홍성읍 대교리 452-1번지
4829,금호타이어충청대리점,,충남 천안시 서북구 성환읍 성환리 575-3번지
4830,로또복권,,충남 아산시 배방읍 세교리 965-5 101호
4831,미니스톱아산남성점,,충남 아산시 신창면 남성리 199
4832,봉주로복권방,,충남 천안시 서북구 성거읍 오색당리 8-6번지
4833,천안명당,070-7539-9269,충남 천안시 동남구 신부동 320-39
4834,세븐일레븐 홍성신동아점,,충남 홍성군 홍성읍 고암리 602-1 1층 세븐일레븐 편의점내
4835,이마트24보령골드점,041-934-4657,충남 보령시 대천동 289 주2동 1~2호
4836,제이민온천복권,041-548-2322,충남 아산시 모종동 553-18 웨이스탑 편의점
4837,황실복권방,,충남 천안시 동남구 목천읍 신계리 390-19
4838,대박복권,,충남 논산시 취암동 595-4
4839,아찌라,041-858-1507,충남 공주시 산성동 170-17번지
4840,복권나라,041-833-2304,충남 부여군 부여읍 동남리 722-18번지 1층
4841,부여복권방,041-832-5468,충남 부여군 부여읍 구아리 198
4842,로또복권방중동점,041-852-2392,충남 공주시 중동 147-95번지 신발가게
4843,로또신방통정점,041-576-4422,충남 천안시 동남구 신방동 1447 1층 101호 CU편의점
4844,생생복권방,,충남 계룡시 엄사면 엄사리 281 동아아파트 상가 103호
4845,GS25당진합덕산업점,041-363-1692,충남 당진시 석우리 1163 GS25편의점 내
4846,부여수입코너,041-837-5949,충남 부여군 부여읍 구아리 257
4847,풀 복권방,041-936-8989,충남 보령시 대천3동 1257
4848,서산리치로또점,041-668-0640,충남 서산시 지곡면 무장리 1709 1층 CU서산오토밸리공단점
4849,나눔로또복권,041-977-6500,충남 홍성군 홍성읍 대교리 221-9 세분일레븐 내
4850,대박로또,,충남 당진시 거산리 453-7
4851,이마트24 아산음봉스타점,,충남 아산시 인주면 밀두리 130-68 1층
4852,복권명당,,충남 아산시 음봉면 덕지리 391-2
4853,로또편의점,041-532-3420,충남 아산시 배방읍 장재리 1255 101호
4854,대박로또,041-956-7710,충남 서천군 장항읍 창선1리 249
4855,남천안로또점,070-7700-2766,충남 천안시 동남구 삼성리 221-1 이마트24 편의점 내
4856,행운복권방,,충남 홍성군 홍성읍 대교리 535
4857,동대로또복권방,,충남 보령시 동대동 1529
4858,로또법원점,041-632-6741,충남 홍성군 홍성읍 월산리 828-3 101호
4859,으뜸로또복권방,041-631-6268,충남 홍성군 홍성읍 오관리 453 4필지
4860,천하명당천안점,,충남 천안시 동남구 구성동 301-4 향목그라비스상가 107호
4861,테크노벨리복권,041-545-1736,충남 아산시 둔포면 석곡리 1376 1층 102호
4862,왕대박천하명당,041-579-4683,충남 천안시 동남구 신방동 924번지 세븐일레븐천안초원점
4863,복터졌다 복권방,041-546-4726,충남 아산시 온천동 87-14번지
4864,정민책대여점,041-571-9728,충남 천안시 서북구 성정동 658-2번지
4865,천하명당,041-571-2402,충남 천안시 서북구 성정동 985번지 103호
4866,대박나라복권방,041-542-8973,충남 아산시 신창면 읍내리 292-2
4867,로또명당인주점,041-533-0449,충남 아산시 인주면 신성리 188-8
4868,당진로또명당점,041-356-2697,충남 당진시 수청동 979 시외버스터미널내상가124호
4869,읍내동로또복권방,041-667-6700,충남 서산시 읍내동 146-5번지
4870,신천하명당,041-334-3332,충남 예산군 예산읍 발연리 324-2
4871,태안로또복권방,041-672-4350,충남 태안군 태안읍 동문리 454-23번지
4872,행운복권방,041-334-0555,충남 예산군 예산읍 궁평리 178-2번지
4873,날개복권,,충남 서산시 동문2동 295-1
4874,노다지복권방,,충남 천안시 동남구 원성동 479-27번지 2호
4875,777천하명당,041-953-9900,충남 서천군 서천읍 군사리 684-5번지
4876,위앤조이,041-561-9682,충남 천안시 서북구 신당동 634-7번지
4877,왕24시,041-664-3724,충남 서산시 읍내동 111-10
4878,성정로또판매점,,충남 천안시 서북구 성정동 624-1 페인트가게 옆 점포
4879,영순로또점,,충남 아산시 배방읍 북수리 1046
4880,탕정 나눔로또,,충남 아산시 탕정면 동산리 515-2
4881,베스트복권방,,충남 아산시 모종동 572-8
4882,부경복권,041-664-2325,충남 서산시 읍내동 24-9 양대사거리1층상가
4883,로또클럽,,충남 천안시 동남구 청당동 852 101호
4884,로또,041-362-5513,충남 당진시 합덕읍 운산리 276-67
4885,둔포로 로또방,,충남 아산시 둔포면 둔포리 282-26 세븐일레븐 편의점
4886,king편의점,041-674-4608,충남 태안군 태안읍 평천리 611-8 2호
4887,송악로또복권판매점,,충남 당진시 송악읍 반촌리 767
4888,대상복권,041-357-7907,충남 당진시 송산면 상거리 99-16 S마트 편의점 내
4889,씨스페이스 공주신관점,041-858-2768,충남 공주시 신관동 593-1번지
4890,부자네복권,041-931-9282,충남 보령시 궁촌동 347 114호
4891,혁진로또,041-663-9471,충남 서산시 대산읍 대산리 813-8
4892,로또복권방,,충남 당진시 송악읍 반촌리 792
4893,스타복권방,,충남 논산시 연무읍 마산리 531-22
4894,로또천안성남점,041-566-5325,충남 천안시 동남구 성남면 신사리 332-1번지
4895,행운복권방,,충남 천안시 동남구 구성동 475-11
4896,당진보건소점,041-357-4716,충남 당진시 채운동 215-9
4897,(나눔)로또,,충남 아산시 탕정면 갈산리 526-8 101호 GS25편의점내
4898,위드미아산용화센터점,,충남 아산시 용화동 1466번지 101호
4899,세븐럭,,충남 예산군 예산읍 주교리 293-11번지
4900,명성복권마트,,충남 계룡시 금암동 168-4번지
4901,당진로또토토판매점,041-352-0329,충남 당진시 읍내동 227-12
4902,일등복권,,충남 아산시 둔포면 석곡리 1805 816동 106호
4903,로또잡화점,041-331-0233,충남 예산군 예산읍 산성리 375 CU편의점 내
4904,예성로또서점,,충남 서산시 석남동 121-34
4905,마니,,충남 당진시 읍내동 1059 101호
4906,럭키세븐,,충남 태안군 태안읍 남문리 685-8
4907,천운로또,,충남 아산시 탕정면 용두리 588-2
4908,로또매점,,충남 당진시 송산면 유곡리 355-36
4909,로또판매소,,충남 보령시 대천4동 414-5 102호
4910,로또판매점,,충남 천안시 서북구 성정1동 715-5 101호
4911,신불당로또,,충남 천안시 서북구 불당동 1613 501동 지1층 비128호
4912,세븐일레븐 홍성대로점,041-356-2122,충남 홍성군 금마면 신곡리 365-3 1층 세븐일레븐 편의점내
4913,천하제일복권명당연무점,041-742-8645,충남 논산시 연무읍 안심리 1126-36번지
4914,대박로또,,충남 천안시 서북구 성환읍 매주리 324-5
4915,화산복권판매점,,충남 서천군 종천면 화산리 301-11
4916,로또판매점 신용화점,041-544-9971,충남 아산시 용화동 1113 상가 102호 세븐일레븐
4917,GS25(쌍용한빛점),041-577-4408,충남 천안시 서북구 쌍용동 1680번지
4918,1등행운로또,041-532-0788,충남 아산시 방축동 162-25
4919,로또판매,,충남 아산시 탕정면 호산리 501-1
4920,일등복권판매점,,충남 논산시 내동 480-8
4921,피렌체로또,,충남 아산시 탕정면 동산리 89-28
4922,우리로또,,충남 서산시 지곡면 화천리 535-2 이마트24편의점
4923,화력로또,041-936-7898,충남 보령시 주교면 고정리 328-2 웨이스탑 편의점내
4924,왕대박로또,,충남 아산시 도고면 향산리 276-13 에이동 1층
4925,선장로또,,충남 아산시 선장면 대흥리 280-10 미니스톱
4926,6.2.3복권방,,충남 아산시 온양6동 249-2 GS25편의점내
4927,로또복권방,,충남 당진시 송산면 동곡리 306-1 서해휴게소 상가 3호
4928,나눔로또,,충남 논산시 내동 728
4929,장미슈퍼,041-833-3087,충남 부여군 부여읍 동남리 739-9번지 부여군청 로터리 부근
4930,입장명당복권방,,충남 천안시 서북구 입장면 하장리 350
4931,내포로또대박점,041-632-9525,충남 홍성군 홍북읍 신경리 945 상가 A동 115호 GS25 편의점내
4932,세븐일레븐아산용화성지점,,충남 아산시 용화동 635 세븐일레븐 편의점내
4933,GS25아산양우,,충남 아산시 신창면 행목리 220-2 양우아파트 입구 상가
4934,대박복권,041-631-1831,충남 홍성군 구항면 마온리 135-1 위드미 편의점내
4935,경마장복권방,,충남 천안시 서북구 두정동 1396 101호
4936,행운로또,,충남 천안시 서북구 두정동 606 부경아파트 상가동 내
4937,씨유천안성정세종점,041-577-4970,충남 천안시 서북구 성정동 628-1
4938,배방로또1등명당복권방,,충남 아산시 배방읍 공수리 286-27
4939,통정로또명당마트,,충남 천안시 동남구 신방동 1577 한성필하우스118동 앞 상가
4940,황금로또복권판매,,충남 당진시 원당동 827-2 B동 108호 한빛부동산
4941,복권방,,충남 공주시 정안면 광정리 265-2
4942,행운복권방,,충남 천안시 서북구 쌍용동 1298 1층 121호
4943,동행복권,,충남 태안군 안면읍 창기리 1262-24
4944,행운복권,,충남 홍성군 홍성읍 옥암리 394-9 1층 미니스톱 102~103호
4945,복권판매 미니슈퍼,,충남 당진시 금천리 342-28
4946,(이마트편의점내)로또,,충남 아산시 온양3동 628 상가동 103호(이마트24시편의점내)
4947,복권명당 신정호수점,,충남 아산시 온양5동 191 1층
4948,운수대통복권방,,충남 당진시 송악읍 기지시리 233-1 핸드폰가게 옆
4949,돼지복권방,,충남 부여군 부여읍 동남리 709-2
4950,서산로또,,충남 서산시 석림동 716-5 1층
4951,청룡로또판매점,,충남 당진시 당진1동 153-11 용기빌딩
4952,드림로또,,충남 서산시 성연면 오사리 1787
4953,서해대박복권,,충남 홍성군 갈산면 상촌리 334-6 서해마트내
4954,두배로로또판매점,,충남 아산시 음봉면 송촌리 130 CU편의점
4955,왕대박복권방,,충남 천안시 동남구 청룡동 286-1 1층
4956,웅진로또방,,충남 공주시 웅진동 223-2
4957,양지복권명당,,충남 논산시 화지동 32-79
4958,천운명당로또복권,,충남 아산시 온양3동 553-16
4959,도깨비복권방,04-193-2343,충남 청양군 정산면 서정리 161
4960,일등로또논산점,041-734-1117,충남 논산시 반월동 69-6
4961,내포복권방,,충남 예산군 덕산면 신평리 344-3
4962,도고로또판매점,,충남 아산시 도고면 금산리 90-1
4963,복권판매점,,충남 금산군 추부면 마전리 424-6
4964,국민로또방,,충남 서산시 동문1동 370-5
4965,로또나라,,충남 보령시 대천1동 630-3 세븐일레븐 보령구시점
4966,당첨복권방,,충남 서천군 서면 도둔리 149
4967,청당복권,,충남 천안시 동남구 청당동 454
4968,콘테인복권판매점,,충남 천안시 동남구 496 건물 뒤편 콘테인커피숍 내
4969,일등용두휴게소,,충남 천안시 동남구 병천면 용두리 493 용두휴게소 이마트24 내
4970,피앤씨(PNC)기획,,충남 천안시 서북구 백석동 718 두성베르겐빌딩 102호
4971,로또,,충남 아산시 둔포면 신항리 71-14 미니스톱
4980,이마트24로또주월점,062-675-1319,광주 남구 주월동 412-6
4981,금성티아이에스(TIS),062-522-5760,광주 북구 우산동 518-92 1층 금성TIS
4982,광주공항로또,,광주 광산구 신흥동 682-65 1층
4983,3정승로또복권방,062-267-7387,광주 북구 두암동 969-6 주공4단지 1층 우리마트
4984,행운만땅,062-367-8005,광주 서구 치평동 1244-11번지 1층
4985,알리바이첨단점,062-974-1282,광주 광산구 월계동 891-7번지 알리바이
4986,타운복권방,062-265-1963,광주 북구 두암동 289-5번지
4987,파워마트 복권나라,062-524-3321,광주 북구 운암동 252번지 1층 13호 운암주공3단지 후문상가 파워마트 내
4988,도울복권,062-222-3168,광주 동구 궁동 61-4번지
4989,형제기획 복권시대,062-228-4872,광주 동구 금남로5가 166 복권시대
4990,복권세상,062-430-9072,광주 광산구 우산동 1580-1 복권세상
4991,천하명당복권전문점,062-956-2315,광주 광산구 우산동 1586-4번지
4992,노다지복권방진월점,062-674-3613,광주 남구 진월동 422 1층2호
4993,대박복권,062-652-0828,광주 남구 주월동 1158-12 1층
4994,대박복권방,062-225-2400,광주 동구 용산동 273-2번지 대박복권방
4995,신영복권방,062-224-2898,광주 동구 계림동 485-58번지 신영복권방
4996,금집복권,,광주 북구 신용동 752
4997,대박(토토),062-262-1896,광주 북구 각화동 180-5번지
4998,풍향동복권나라,062-527-7717,광주 북구 풍향동 581-19
4999,운천점(복권나라),062-372-0491,광주 서구 쌍촌동 876-14번지 1층
5000,호반할인마트,062-944-5824,광주 광산구 도산동 1295-8번지
5001,토토죤,062-953-5656,광주 광산구 비아동 90-1 1층
5002,프렌드24시,070-4696-3920,광주 광산구 첨단1동 655-3 빌리오네2 제1층 106호
5003,남양마트,062-972-1355,광주 광산구 월계동 765-6번지 남양아파트 상가101호
5004,미니스톱 평동타운점,062-944-1756,광주 광산구 옥동 1238번지 미니스톱 내
5005,오케이 홈네트윅스,062-432-8989,광주 동구 산수동 526-27번지
5006,줄리아나마트,062-234-3658,광주 동구 충장로3가 11번지 1층 줄리아나마트
5007,훼미리그랜드,062-222-3694,광주 동구 학동 734-2번지 CU그랜드점내
5008,황금슈퍼,062-267-3544,광주 북구 두암동 881-7
5009,올더웨이5호점,062-269-6463,광주 북구 중흥동 278-25번지
5010,오픈마트,062-525-0662,광주 북구 신안동 483-33
5011,역전휴게마트,062-511-5767,광주 북구 중흥동 700-11번지
5012,파머스마켓,062-681-5607,광주 서구 풍암동 1048번지 중흥아파트2차상가101호
5013,염주현대토토,062-374-2788,광주 서구 화정동 859-1번지 염주현대아파트상가 내
5014,형제당복권방,062-942-3332,광주 광산구 첨단2동 781-5 1층
5015,영화복권(버들점),062-381-7145,광주 서구 유촌동 865-3번지
5016,다운다운,062-365-6990,광주 남구 월산동 377-1
5017,대박찬스,062-261-0957,광주 북구 오치동 776-7번지
5018,복권나라,062-266-7206,광주 북구 두암동 840-9
5019,터미널로또수리점,062-365-4363,광주 서구 광천동 49-1번지 광주종합버스터미널 내 금호고속사무실부근
5020,천하명당복권방,062-682-8984,광주 서구 풍암동 1102번지 대주파크빌아파트상가1층102호
5021,1등로또복권,062-362-1317,광주 서구 광천동 49-1번지 광주종합터미널 내 영풍문고 앞
5022,로또꽃방,,광주 서구 유덕동 859
5023,새상무복권,,광주 서구 치평동 1178-1 수암빌딩 1층 102호
5024,알리바이광천점,062-352-1282,광주 서구 광천동 234번지 1층알리바이편의점 내
5025,행운로또방,062-652-0645,광주 서구 풍암동 1132번지 우미아파트상가117동101호
5026,행운복권방,062-364-0645,광주 서구 화정동 1307번지
5027,로또랜드염주점,062-372-8000,광주 서구 화정동 835-22번지
5028,대박찬스(화정),062-432-7002,광주 서구 화정1동 784-59
5029,알리바이 공항,062-945-4572,광주 광산구 송정동 258-28번지 1층 알리바이
5030,행복드림로또,070-8846-1282,광주 광산구 신창동 1128-5번지 1층 알리바이 내
5031,대박나라,062-952-7142,광주 광산구 하남동 976-9 1층
5032,모아드림복권방,062-943-7778,광주 광산구 소촌동 279-7번지 1층 복권방
5033,알리바이로또하남3지구점,062-955-1283,광주 광산구 하남동 0 알리바이하남3지구점
5034,차밍복권방,062-956-3366,광주 광산구 월곡동 683-3번지 동구빌딩1층
5035,씨유 진월지구점,062-651-6008,광주 남구 노대동 852 CU진월지구점
5036,부흥,062-234-1281,광주 동구 학동 44-7 알리바이 학동점내
5037,지산로또방,062-232-3824,광주 동구 지산동 443번지
5038,행복로또,,광주 동구 학동 876-11번지 행복로또
5039,씽크로또,,광주 서구 치평동 1141-12 세븐일레븐편의점
5040,드림,062-655-0390,광주 서구 금호2동 826-2
5041,그린편의점,062-603-1742,광주 서구 매월동 948번지 23동105호 GS25편이점 내
5042,빛고을로또,062-941-6094,광주 광산구 소촌동 832-1번지 세븐일레븐
5043,썬복권,062-959-1160,광주 광산구 도천동 622-6번지 미니스톱내
5044,월드복권,062-653-0067,광주 남구 방림동 566번지 방림광신프로그레스상가112동 지하층 101호 이마트에브리데이 내
5045,일곡로또,062-574-0757,광주 북구 일곡동 850-5번지 호반아파트상가 105호 호반청과
5046,에이스복권방,062-574-6355,광주 북구 건국동 305-3 1층 101호
5047,바우슈퍼,062-264-0310,광주 북구 오치동 950-1
5048,용두천하,062-572-7717,광주 북구 양산동 254-114
5049,나성복권,062-524-4558,광주 북구 용봉동 1074-30 106호
5050,복권나라(중흥점),062-430-6596,광주 북구 중흥동 369-31번지
5051,예스로또복권,062-433-6009,광주 남구 방림동 119-16번지
5052,영웅기획,062-431-4345,광주 남구 월산동 120-21번지
5053,훼미리로또,062-654-0613,광주 남구 봉선동 111-4 CU봉선쌍용점 내
5054,일공공안경콘택트,062-225-0500,광주 동구 대의동 2번지 일공공안경
5055,일공공일안경,062-521-0203,광주 북구 풍향동 494-16
5056,지에스(GS)25 신가부영점,062-955-2650,광주 광산구 신창동 1108-1번지 부영상가1층112호
5057,GS25 두암타운점,062-251-7142,광주 동구 산수동 685
5058,노다지복권방백운점,062-673-0052,광주 남구 주월동 369
5059,복권방,062-225-1666,광주 동구 계림동 471-30번지
5060,열린문고,062-575-8599,광주 북구 양산동 906번지
5061,명당편의점,,광주 서구 동천동 635
5062,돼지의꿈,062-524-7199,광주 북구 유동 10-38
5063,오천억복권방,062-363-1471,광주 서구 화정동 782-14번지
5064,티켓세상(복권방),062-371-2989,광주 서구 쌍촌동 1228-1번지 쌍촌시영아파트상가 101호
5065,컴퓨터A/S,062-956-3119,광주 광산구 월곡동 61-19번지
5066,대박복권전문점,070-8258-0645,광주 서구 금호1동 766
5067,로또일번지,062-232-1282,광주 동구 계림2동 519-10
5068,충장인업사,062-227-3862,광주 동구 학동 110-15번지
5069,씨유 광주산수점,062-223-7953,광주 동구 산수동 494-12
5070,시청슈퍼,062-523-2772,광주 동구 계림동 560-18번지
5071,동원슈퍼,062-362-3406,광주 남구 월산동 1053-22번지
5072,대중슈퍼,062-673-9501,광주 남구 주월동 1266-9번지 대중슈퍼
5073,중흥마트,062-263-1142,광주 북구 문흥동 1011-1번지 중흥2차 아파트상가 1층
5074,황금복권,062-263-5264,광주 북구 문흥동 954-18번지
5075,햇살서점,,광주 북구 용봉동 1210-2
5076,라인복권방,062-268-0063,광주 북구 문흥1동 972-4 라인 동산아파트 상가105호
5077,동양마트일곡점,062-573-8849,광주 북구 일곡동 848-1번지 현대아파트 2차상가 102-2호
5078,백송마트,062-972-7766,광주 광산구 월계동 771-8번지 104호
5079,세븐일레븐 수완점,062-961-8777,광주 광산구 수완동 1428 세븐일레븐내
5080,또또슈퍼,062-942-2300,광주 광산구 소촌동 529-16번지
5081,동광슈퍼,062-363-9428,광주 서구 양동 5-249번지
5082,우미슈퍼,062-681-0435,광주 서구 풍암동 1132번지 우미아파트상가118동-101호
5083,광성마트,062-371-6251,광주 서구 쌍촌동 1197-9번지 CU편의점내
5084,대주마트,062-381-8120,광주 서구 치평동 1168-11번지 대주아파트상가102호
5085,현대슈퍼,062-371-3958,광주 서구 쌍촌동 970-24번지
5086,더존할인마트,062-953-1144,광주 광산구 운남동 782-5번지 더존1빌딩1층
5087,역전복권방,062-941-9737,광주 광산구 송정동 1003-189 1층
5088,24시편의점,062-226-5558,광주 동구 충장로1가 8-2번지 해피데이편의점내
5089,홀인원,062-265-1811,광주 북구 두암동 935-8번지
5090,해피+24시편의점,062-574-1061,광주 북구 양산동 296번지
5091,자유마켓,062-362-6305,광주 서구 광천동 650-312번지 GS25편의점 내
5092,CJSystem,062-364-8810,광주 서구 농성1동 32-27 세븐일레븐 내
5093,동키호테편의점,062-681-3199,광주 서구 풍암동 935-7
5094,맑은샘,062-233-5757,광주 동구 충장로4가 29-2번지 밀리오레앞도로 가판
5095,다비상사,062-674-1283,광주 남구 봉선동 940-3번지 CU 봉선점
5096,광주도서유통,062-671-5739,광주 남구 봉선동 1037-7
5097,홍삼나라,062-654-0325,광주 남구 봉선동 1040-12
5098,천국열쇠,062-523-2282,광주 북구 운암동 1040-10번지
5099,길벗,062-251-2518,광주 북구 오치동 1039-11번지
5100,시네월드일곡점,062-573-3124,광주 북구 일곡동 830-2
5101,알리바이 첨단2지구점,062-572-1282,광주 북구 신용동 693 제이타워 101호
5102,씨네월드매곡점,062-573-7142,광주 북구 매곡동 214-56번지
5103,북소리,062-267-6515,광주 북구 두암동 305-12 기산랜드 맞은편
5104,영화마을운남점,062-955-7179,광주 광산구 신가동 910-3번지 1층 영화마을
5105,알리바이(동천점),,광주 서구 동천동 622 현성빌동 알리바이편의점
5106,버블샵카페 고래의꿈,062-956-7888,광주 광산구 운남동 776-3번지 운남주공아파트 상가108호
5107,알리바이(쌍촌점),062-375-1282,광주 서구 쌍촌동 249-8 알리바이편의점내
5108,알리바이,062-961-7142,광주 광산구 신가동 986-4번지 1층 알리바이
5109,금단로또판매점,,광주 북구 용봉동 1251-16번지 위드미 전남대상대점
5110,이마트24 광주옥동점,062-942-6643,광주 광산구 옥동 221-3 이마트24 편의점
5111,CU(광주오치점),062-267-9476,광주 북구 오치1동 977-1번지
5112,CU(광주우산점),062-433-8567,광주 광산구 우산동 1573-1번지
5113,CU(광주서동점),062-674-5960,광주 남구 서동 13-2
5114,CU(광주학동점),062-236-2290,광주 동구 학동 618-9번지
5115,CU(광주지석중앙점),062-382-1701,광주 남구 지석동 323-3번지
5116,드림,062-941-1357,광주 광산구 선암동 593번지 104호
5117,로또플러스24,062-954-0645,광주 광산구 수완동 1086 109호 로또플러스24
5118,대박행운드림,062-651-3651,광주 남구 행암동 539 CU광주효천점내
5119,장인로또,062-572-6486,광주 북구 양산동 274-47
5120,하나로 로또,062-972-5033,광주 광산구 월계동 764-2
5121,일신마트,062-972-0153,광주 광산구 월계동 757-8 일신아파트 상가동 1층 104호
5122,대박이네,062-227-1393,광주 동구 서석동 50-4번지
5123,복권마트,,광주 북구 운암동 67번지 벽산블루밍메가시티상가 101동 116호
5124,아스타,062-384-1471,광주 서구 상무1동 964-21번지
5125,위드미,062-224-7277,광주 동구 금동 50 위드미편의점내
5126,노다지슈퍼,062-226-4374,광주 동구 금남로5가 37-6번지 1층
5127,행운편의점,062-571-1177,광주 북구 문흥동 938-3번지
5128,해태슈퍼,062-362-6901,광주 서구 농성동 626-4번지
5129,천재일우,062-226-1012,광주 동구 지산동 706-22번지
5130,연화네마트,062-529-3463,광주 북구 두암1동 894-23번지
5131,SM정보통신,062-513-3490,광주 북구 동림동 1160-1번지
5132,근영서림,062-654-7141,광주 서구 금호동 243-5 CU편의점내
5133,장고분로또(토토편의방),062-972-0645,광주 광산구 월계동 767-3번지 1층
5134,노다지복권방,062-264-4490,광주 북구 각화동 503-27번지
5135,탑할인마트,062-381-1081,광주 서구 금호1동 756-9
5136,하나마트(하남4번로),062-956-4595,광주 광산구 장덕동 992-12번지 하나마트내
5137,로또슈퍼,062-385-0990,광주 서구 쌍촌동 1282번지 모아제일아파트상가1층102호
5138,대야지복권,062-653-6965,광주 남구 주월동 961-24번지
5139,좋은꿈,062-514-7776,광주 북구 운암동 397-1번지
5140,광주신창점로또판매,062-959-6456,광주 광산구 신창동 1219번지 신창프뤼몰타운106호 CU편의점
5141,일등복권방슈퍼,062-225-2029,광주 동구 서남동 103-14
5142,그린복권전문편의점,062-383-1164,광주 서구 내방동 477-3
5143,행운복권방,062-944-9550,광주 광산구 우산동 1077-7 1층
5144,호대점,062-944-6698,광주 광산구 선암동 768 CU편의점 내
5145,행복을주는가게,062-955-6262,광주 광산구 수완동 1235 102호
5146,알파로또판매점,062-571-2752,광주 북구 양산동 660-14 알파문구점 내
5147,행복로또점,,광주 광산구 흑석동 52
5148,행운 복권방,,"광주 북구 오치동 855-9 로얄타운상가 105호, 황금공인중개사 옆"
