,shop,phone,location,1st,2nd
5740,복권마트,054-475-9195,경북 구미시 봉곡동 541-5,,
5741,로또복권GM24시인의점,054-473-6178,경북 구미시 산동면 신당리 1400,,2.0
5742,신도로또,,경북 구미시 형곡동 320-1,,
5743,동부대박복권방,054-556-6901,경북 문경시 흥덕동 789-9번지 동부코사마트,1.0,1.0
5744,로또풍각점,054-372-2209,경북 청도군 풍각면 송서리 577-17 1층 풍각 철물점,,2.0
5745,조와 로또,054-472-5564,경북 구미시 진평동 1038-12,,
5746,거부로또,054-631-2130,경북 영주시 영주동 364-5번지,,
5747,세중로또,054-635-3037,경북 영주시 가흥동 1735 CU편의점,,1.0
5748,GS25(경산사동점),053-818-6534,경북 경산시 삼풍동 509-4,2.0,2.0
5749,GS25(영천ic점),054-335-3336,경북 영천시 봉동 668-5번지,1.0,3.0
5750,GS25(왜관우방점),054-973-2338,경북 칠곡군 왜관읍 왜관리 774 GS25왜관우방점,,9.0
5751,CU(구미사곡점),054-463-1454,경북 구미시 사곡동 481-5,1.0,5.0
5752,CU(구미원평점),054-458-5720,경북 구미시 원평동 1049번지,2.0,5.0
5753,CU(진량대원점),053-853-8985,경북 경산시 진량읍 대원리 423,,1.0
5754,CU(환호희망점),054-252-9994,경북 포항시 북구 환호동 510번지,1.0,3.0
5755,CU(포항오거리점),054-242-2229,경북 포항시 북구 죽도동 42-17번지,2.0,13.0
5756,GS25(경산영대점),053-811-3118,경북 경산시 조영동 249-6번지,,3.0
5757,CU(구미인의점),054-472-3133,경북 구미시 인의동 435-10번지,,1.0
5758,GS25(구미공단점),054-461-1090,경북 구미시 공단동 203번지 동아상가106호,,
5759,깨비유통,054-976-1539,경북 칠곡군 석적읍 중리 493-12번지,,
5760,세븐일레븐영주가흥로또점,054-633-2954,경북 영주시 가흥동 1976-2번지,,4.0
5761,장흥로또방,054-286-6278,경북 포항시 남구 장흥동 569-18번지,,1.0
5762,대박로또,,경북 구미시 봉곡동 235-1,,1.0
5763,복권명당,054-673-4057,경북 봉화군 봉화읍 내성리 421-27 마트,,
5764,아트박스,054-532-3601,경북 상주시 화서면 신봉리 134-4 경북 상주시 화서면 신봉리 134-4 아트박스,,
5765,동그라미,054-456-7587,경북 구미시 원평2동 159-6,,4.0
5766,복권명당,054-291-5566,경북 포항시 남구 오천읍 원리 1075번지,,3.0
5767,다둥이나눔로또,,경북 고령군 성산면 득성리 171-13 1층,,1.0
5768,영천복권(완산시장),054-331-4859,경북 영천시 완산동 1000-85 1층 김경자헤어 내,,1.0
5769,대박복권방,054-834-3999,경북 의성군 의성읍 도동리 898-5 경북 의성군 의성읍 도동리 898-5,,3.0
5770,CU새마실점,054-782-3338,경북 울진군 울진읍 고성리 26-34 1층 CU편의점내,,1.0
5771,로또CU북삼대로점,054-977-5875,경북 칠곡군 북삼읍 인평리 1094-10 CU(북삼대로점),,
5772,로또복권행복점,054-975-8871,경북 칠곡군 석적읍 중리 203-3 고봉민 깁밥,,2.0
5773,동행복권 흥해점,054-261-1305,경북 포항시 북구 흥해읍 옥성리 45 경북 포항시 북구 한동로 33번길 3 1층상가,,1.0
5774,복권명당,054-452-3094,경북 구미시 원평동 123-18번지,,8.0
5775,세븐일레븐풍기ic점,054-631-7707,경북 영주시 봉현면 오현리 156 경북 영주시 소백로 1755 세븐일레븐,,4.0
5776,창신로또,054-927-5949,경북 영천시 동부동 410-8 101호,,1.0
5777,행운복권방,,경북 포항시 남구 오천읍 원리 980-2,,1.0
5778,나누리로또,,경북 경산시 옥산동 860-5 1층,,3.0
5779,CU로또(강구터미널점),054-734-5506,경북 영덕군 강구면 오포리 557-5 1층 CU편의점내,2.0,1.0
5780,럭키세븐,054-972-8138,경북 칠곡군 약목면 관호리 871-4,,
5781,오태NG24시복권방,054-464-2509,경북 구미시 오태동 741-1 오태NG24시 편의점,1.0,4.0
5782,로또안경콘택트,054-475-1001,경북 구미시 원평동 109-20번지,1.0,3.0
5783,모퉁이슈퍼,054-853-7887,경북 안동시 광석동 187-25번지,1.0,1.0
5784,복권명당울진점,054-781-3177,경북 울진군 울진읍 읍내리 435-10번지,,7.0
5785,그랜드로또,054-463-0081,경북 구미시 비산동 102-2,,3.0
5786,복권명당황남,054-749-2924,경북 경주시 황남동 489-5,,2.0
5787,복권명당동천점,054-773-6208,경북 경주시 동천동 824-5번지,,1.0
5788,천하명당,054-535-8483,경북 상주시 남성동 84-37번지,,6.0
5789,로또명당 오천점,,경북 포항시 남구 오천읍 세계리 839-3,,1.0
5790,NG24,054-977-2555,경북 칠곡군 석적읍 중리 86-8번지,6.0,35.0
5791,코리아25옥계점,054-473-6320,경북 구미시 옥계동 635-2번지,,1.0
5792,미니풀 복권판매점,054-465-6556,경북 구미시 상모동 19-4,1.0,3.0
5793,굿럭스토어,,경북 경주시 용강동 1332-5 1층,,2.0
5794,희망나눔로또,054-683-5151,경북 영양군 영양읍 서부리 176-2 경북 영양군 중앙로 95-1 푸른과일,,
5795,로터리편의마트,054-247-2990,경북 포항시 북구 덕산동 113-11번지,5.0,24.0
5796,대박신화,054-262-7633,경북 포항시 남구 대도동 1-1번지 상가 1층내 101호,,3.0
5797,대박수호통신,054-292-7165,경북 포항시 남구 오천읍 문덕리 231-1 1층 폰공장 내,1.0,2.0
5798,로또복권 황성점,054-772-1888,경북 경주시 황성동 472-8 4호,,1.0
5799,효자로또복권,054-275-0728,경북 포항시 남구 효자동 190번지,,5.0
5800,해피데이24복권,054-956-9479,경북 고령군 다산면 평리리 253-2번지,2.0,3.0
5801,이마트24시비산로또점,054-472-2551,경북 구미시 공단동 759 근린생활시설 A동 104호,,4.0
5802,스타마트,054-461-4669,경북 구미시 임은동 325-2번지,2.0,4.0
5803,복권천하명당(선산점),054-481-7773,경북 구미시 선산읍 동부리 336,,2.0
5804,케불카매점,054-791-5919,경북 울릉군 울릉읍 도동리 193-2 복권판매점,,4.0
5805,로또대박점,054-972-4598,경북 칠곡군 왜관읍 금산리 986-17번지,1.0,2.0
5806,포항복권방,054-248-3161,경북 포항시 북구 대신동 15-17번지,,1.0
5807,풀타임로또(두호점),054-242-2615,경북 포항시 북구 두호동 728번지,,4.0
5808,다원마트,054-436-1143,경북 김천시 지좌동 440-159번지,1.0,5.0
5809,로또나라,054-633-7790,경북 영주시 휴천동 493-45번지,,1.0
5810,로또세븐예천점,070-4204-1222,경북 예천군 예천읍 노하리 73-1번지 세븐일레븐 내,,
5811,중앙로또(로손편의점내),054-975-1666,경북 칠곡군 북삼읍 인평리 1057-5번지 로손편의점 내,1.0,4.0
5812,신일로또,054-242-4845,경북 포항시 남구 송도동 439-22번지,,2.0
5813,로또대박,053-816-1600,경북 경산시 진량읍 신상리 675-5 1층 CU편의잠내,,8.0
5814,행복충전소,054-653-0888,경북 예천군 호명면 산합리 1398 상가 102호,,5.0
5815,나눔로또,054-734-7744,경북 영덕군 영해면 성내리 470-31번지,,1.0
5816,부경복권방,054-274-9385,경북 포항시 북구 죽도동 701-24번지,,
5817,이마트24포항신덕로점,054-252-6581,경북 포항시 북구 장량동 1187 이마트24신덕로점,,4.0
5818,삼구오케이마트로또판매점,054-253-5553,경북 포항시 북구 장량동 467-1 양덕삼구트리니엔상가 231동108호,,2.0
5819,레인보우,053-801-5700,경북 경산시 서부2동 184-5 101호,,
5820,천하명당,054-242-4677,경북 포항시 북구 우현동 108-17 1층,,2.0
5821,행운복권,054-821-4523,경북 안동시 송천동 478-1,,
5822,복권판매점,053-853-0353,경북 경산시 하양읍 금락리 117-45번지,1.0,4.0
5823,복권명당자인점,053-857-3444,경북 경산시 자인면 동부리 148-9,1.0,4.0
5824,왕대박(원평점),070-8613-8990,경북 구미시 지산동 87-2,,4.0
5825,왕대박상주점,054-535-1841,경북 상주시 성하동 8-14번지,,2.0
5826,잉크와복권,054-857-7809,경북 안동시 송현동 260-15번지,,6.0
5827,복권명방,054-787-2591,경북 울진군 후포면 삼율리 321-3번지,,4.0
5828,GS25(경산정평점),053-812-9079,경북 경산시 정평동 246-29,,3.0
5829,CU(두호점),054-241-3036,경북 포항시 북구 두호동 1034-13번지,1.0,8.0
5830,CU(구평희망점),054-472-0455,경북 구미시 구평동 456-1번지,1.0,3.0
5831,CU(옥산사랑점),053-814-5264,경북 경산시 옥산동 742-7,1.0,4.0
5832,GS25(칠곡북삼점),054-972-7002,경북 칠곡군 북삼읍 인평리 1035-9번지,,6.0
5833,GS25(포항시청점),054-278-7624,경북 포항시 남구 대잠동 995,,3.0
5834,울진로또방,054-782-9959,경북 울진군 평해읍 평해리 934-4 CU평해점,,
5835,행운복권,054-633-7544,경북 영주시 영주2동 511-9 1층 cu편의점,,
5836,씨유 영주 가흥대로점,054-632-9666,경북 영주시 가흥동 1821 CU가흥대로점,1.0,1.0
5837,두산LOTTO,,"경북 포항시 북구 장성동 1577-1 경북 포항시 북구 새천년대로1249번길6,S-MART내",,3.0
5838,복권당,,경북 영천시 남부동 544-31,,2.0
5839,복권명당,053-815-1186,경북 경산시 중방동 848-9번지,2.0,15.0
5840,미래복권방,054-333-8000,경북 영천시 완산동 987-41 5호,,7.0
5841,생활용품abm복권방,054-842-0007,경북 안동시 송현동 298-5 1층 미니마트 송현점,1.0,
5842,CU로또문경모전,054-556-2115,경북 문경시 점촌5동 883-9 CU문경모전점,,2.0
5843,씨유(CU)포항원리원농점,054-293-3397,경북 포항시 남구 오천읍 원리 893-12 1층 CU편의점내,,2.0
5844,안계 나눔로또,054-861-2700,경북 의성군 안계면 용기리 842-56,,1.0
5845,로또월드,054-933-9149,경북 성주군 성주읍 예산리 604-2 1층 창민전기,,
5846,씨스페이스(석적 남율리점),054-971-6884,경북 칠곡군 석적읍 남율리 1075,1.0,2.0
5847,복권방,,경북 문경시 모전동 279-6 문경한우두메산골,,1.0
5848,시안복권,054-000-0000,경북 포항시 북구 흥해읍 초곡리 1761 136동604호(초곡삼구트리니엔시티),,
5849,원호대박복권,054-442-7711,경북 구미시 고아읍 원호리 434-3 GS25구미원호점,,
5850,행운복권,,경북 상주시 북문동 1-208 1층 복권판매점,,
5851,다도복권판매소,,경북 안동시 용상동 1610-8 1층 다도복권판매소,,
5852,칠곡명당,054-972-7507,경북 칠곡군 북삼읍 인평리 1076-6 1층 (명문빌딩) 편의점_세븐일레븐,,
5853,수피아,,경북 김천시 852-4,,
5854,마니로또복권,,경북 영천시 고경면 창하리 273-3,,
5855,봉곡대박로또,,경북 구미시 선주원남동 235-1,,
5856,로 다이어트브런치 카페,,경북 김천시 율곡동 362,,
5857,문경영풍,054-555-7084,경북 문경시 모전동 873-7,,
5858,로또판매점,,경북 안동시 풍산읍 안교리 82-11,,1.0
5859,행복로또,054-751-1724,경북 경주시 성건동 172-5 1층,,
5860,대박복권방,,경북 구미시 진평동 98-6,,
5861,구미복권명당,054-465-4888,경북 구미시 형곡동 109-3,,
5862,도깨비로또명당,,경북 구미시 양포동 733-6,,
5863,운수대통,,경북 포항시 남구 연일읍 유강리 588,,
5864,양덕황금복돼지,054-232-9909,경북 포항시 북구 장량동 1597 1층 우측,,1.0
5865,복권방,,경북 경산시 동부동 584-4 애플타워 1층 3호,,
5866,역전로또,054-746-8290,경북 경주시 황오동 172-5 1층 짐케어내,2.0,
5867,제일로또,054-0000-0000,경북 울진군 울진읍 읍내리 523-4 경북 울진군 연로호 4 1층 상가,,
5868,도로시 로또,054-000-0000,경북 포항시 북구 죽도동 334-51 상가 1층 우측,,
5869,삼영복권,055-337-9226,경남 김해시 내외동 322-3번지 복권판매점,,5.0
5870,양산노다지복권방,055-386-3774,경남 양산시 북부동 701-1,1.0,21.0
5871,복권방,055-224-4234,경남 창원시 마산합포구 오동동 28-8 중앙상가 1호,1.0,4.0
5872,서창복권나라,055-386-0645,경남 양산시 삼호동 528-1번지,1.0,10.0
5873,대박찬스,055-224-5282,경남 창원시 마산합포구 자산동 299-6번지,2.0,5.0
5874,나우리고현점,055-637-1044,경남 거제시 고현동 961-160번지,1.0,15.0
5875,금강복권,,경남 거제시 거제면 오수리 377-1,,10.0
5876,로또복권 하대점,055-758-7106,경남 진주시 하대동 126-17번지,5.0,14.0
5877,천하명당복권방,055-687-7706,경남 거제시 옥포동 582번지,5.0,19.0
5878,새롬,055-223-5435,경남 창원시 마산합포구 동성동 316 새롬미리내상가113호,1.0,5.0
5879,천하명당복권방제일점,055-255-9689,경남 창원시 마산회원구 합성동 159-5번지 1층,,2.0
5880,로또통신,055-324-0077,경남 김해시 내외동 1252-2번지 삼우빌딩104호 복권판매점,2.0,6.0
5881,굿데이복권전문점명서점,055-273-0362,경남 창원시 의창구 명서동 144-7번지,,2.0
5882,Goodday복권전문점,055-276-2972,경남 창원시 성산구 반지동 82-16번지,2.0,8.0
5883,노다지편의점,,"경남 진주시 초장동 1711-3 103호(초전동, 상가)",,2.0
5884,북마산복권전문점,055-244-3626,경남 창원시 마산합포구 상남동 39-4번지,9.0,35.0
5885,돈벼락맞는곳,070-7533-8395,경남 김해시 불암동 220-253번지 복권판매점,,
5886,상남슈퍼체인,055-281-9288,경남 창원시 성산구 상남동 16 상남시장2층C-211호,,5.0
5887,만물할인슈퍼,055-261-2576,경남 창원시 성산구 대방동 357번지 개나리1차상가107호,,1.0
5888,창성로또,055-284-7222,경남 창원시 성산구 가음동 16 2단지상가 108호,,3.0
5889,현대나눔로또,055-262-1119,경남 창원시 성산구 반림동 4-1번지 현대아파트상가1층104호,,2.0
5890,GS25 창원그랜드점,055-261-7887,경남 창원시 성산구 남양동 20 성원1차상가120호,2.0,3.0
5891,대우할인매장,055-287-4636,경남 창원시 성산구 남산동 601-25번지 대운상가1층109,1.0,1.0
5892,오도르캔들,055-252-4458,경남 창원시 의창구 명곡동 50-1,,6.0
5893,신라슈퍼,055-342-1165,경남 김해시 진영읍 여래리 711-1 복권판매점,1.0,4.0
5894,아리랑마트,055-543-6236,경남 창원시 진해구 이동 633-2번지,1.0,3.0
5895,씨유(진해제일점),055-543-3154,경남 창원시 진해구 이동 407-6번지,2.0,6.0
5896,수성그린마트,055-551-0882,경남 창원시 진해구 경화동 905-2 26호 10호,1.0,14.0
5897,GS25(덕산제일점),055-545-9276,경남 창원시 진해구 덕산동 79-10번지,2.0,18.0
5898,이마트24진주강남점(다솜방),055-757-4202,경남 진주시 강남동 242 1층,1.0,2.0
5899,노다지복권방,070-7779-6528,경남 진주시 평거동 582-5번지,,5.0
5900,명당,055-762-1533,경남 진주시 진성면 상촌리 142-2번지 CU편의점내,1.0,2.0
5901,로또복권방,055-748-2027,경남 진주시 수정동 39-14,,1.0
5902,씨유(거창대동점),055-942-5589,경남 거창군 거창읍 대동리 702번지,1.0,8.0
5903,복권파는집,055-256-7746,경남 창원시 마산회원구 합성동 84-29번지,4.0,6.0
5904,경남슈퍼,055-247-3188,경남 창원시 마산합포구 산호동 25-4번지,,3.0
5905,현동로또판매점,055-224-2490,경남 창원시 마산합포구 현동 1층 107호,,4.0
5906,프리코너로또방,055-299-3718,경남 창원시 마산회원구 석전동 247-2번지,1.0,1.0
5907,일흥 (로또 토토 상품권할인마트),055-245-0009,경남 창원시 마산합포구 신포동1가 64-2번지,,5.0
5908,코사마트김해점,055-337-2933,경남 김해시 172-1번지 복권판매점,,2.0
5909,AM&PM,055-327-4867,경남 김해시 부원동 839-8번지 복권판매점,1.0,15.0
5910,MONEY(편의점),055-314-7717,경남 김해시 317-7번지 110호 복권판매점,1.0,2.0
5911,채널큐,055-222-6695,경남 창원시 마산합포구 산호동 31-52번지,1.0,7.0
5912,씨유 월영마을점,055-221-3433,경남 창원시 마산합포구 해운동 18-29번지,2.0,3.0
5913,창원병원앞매표소,055-266-2460,경남 창원시 성산구 중앙동 104-1번지 가판,5.0,42.0
5914,경창상가매표소,055-267-3962,경남 창원시 성산구 상남동 73-5번지 가판,,2.0
5915,팡팡복권방,,경남 창원시 성산구 웅남동 22-3,,2.0
5916,승차권판매소,055-542-7597,경남 창원시 진해구 충무동 25-88번지 가판,,8.0
5917,하프타임,,경남 창원시 진해구 석동 327-8,,1.0
5918,부산식품,055-286-9854,경남 창원시 성산구 상남동 16번지 상남시장1층E-104호,,1.0
5919,로또봉곡점,055-238-8183,경남 창원시 의창구 봉곡동 61-13번지,,4.0
5920,폭스일레븐(창원점),055-289-7677,경남 창원시 성산구 대방동 364-2번지 대양빌딩102호,,5.0
5921,로또방,055-237-4411,경남 창원시 의창구 봉곡동 120-27번지,1.0,3.0
5922,천하명당(팔용점),055-252-1778,경남 창원시 의창구 팔용동 134-2번지,2.0,7.0
5923,행운소리 로또판매점,,경남 김해시 진영읍 죽곡리 203 우측 복권판매점,1.0,2.0
5924,제일복권,,경남 양산시 양주동 691-9 103호 복권판매점,3.0,5.0
5925,천하명당,,경남 양산시 491-3 복권판매점,1.0,8.0
5926,잉크풀,055-546-2814,경남 창원시 진해구 석동 90-2번지 주공복합상가103호,1.0,5.0
5927,로또복권판매점,055-221-2589,경남 창원시 마산합포구 산호동 232-20번지,,1.0
5928,로또명당,055-224-1506,경남 창원시 마산합포구 창포동3가 7-2번지,1.0,6.0
5929,휴복권방,055-714-8211,경남 창원시 마산회원구 내서읍 호계리 80 다올채상가 1동 2층 204호 헤어휴미용실,,
5930,로또판매점,055-241-8443,경남 창원시 마산회원구 회원동 45-12번지,,5.0
5931,대동이미지복권방,055-253-8773,경남 창원시 마산회원구 내서읍 삼계리 260 1층 GS편의점,,3.0
5932,로또판매점,055-673-5996,경남 고성군 고성읍 성내리 163번지,,4.0
5933,구산복권방,055-338-1270,경남 김해시 북부동 481-3 보보스빌딩 107호,5.0,10.0
5934,외동복권,055-328-2508,경남 김해시 대동면 초정리 136-5 GS편의점 내,3.0,4.0
5935,진영로또판매점,,경남 김해시 진영읍 여래리 700-11번지,1.0,7.0
5936,서창행운복권방,055-367-0321,경남 양산시 삼호동 701-1,,6.0
5937,로또명당,,경남 양산시 평산동 94-3 복권판매점,3.0,3.0
5938,산청스토아,055-746-9247,경남 진주시 상봉서동 1060-44번지,,1.0
5939,로또복권판매,055-884-4544,경남 하동군 하동읍 읍내리 333-14,1.0,9.0
5940,행운로또복권방,055-242-2244,경남 창원시 마산합포구 오동동 1층,1.0,2.0
5941,동방로또판매장,055-762-9743,경남 진주시 칠암동 320-9번지,,3.0
5942,합천우리복권방,,경남 합천군 합천읍 합천리 428-5 1층,2.0,3.0
5943,씨유고현점,055-635-2138,경남 거제시 고현동 206,1.0,16.0
5944,씨유 거창마리점,055-942-4387,경남 거창군 마리면 월계리 190번지,,4.0
5945,마산부림마트,055-223-9948,경남 창원시 마산합포구 부림동 83-272번지 4필지,,1.0
5946,돈벼락맞는곳,055-636-1178,경남 거제시 고현동 819-12 1층,,2.0
5947,노다지복권방거창점,055-943-1927,경남 거창군 거창읍 상림리 134-12번지,1.0,5.0
5948,행운을주는사람들(복권방),055-673-8210,경남 고성군 고성읍 동외리 295-18번지,,7.0
5949,복권나라,,경남 김해시 내외동 1260-1 109호 복권판매점,,7.0
5950,대박복권방,055-339-1843,경남 김해시 활천동 592-3번지 복권판매점,1.0,13.0
5951,수퍼복권나라,055-327-5825,경남 김해시 1352-1 101호 복권판매점,,3.0
5952,로또냉동,,경남 김해시 장유1동 502-1 좌측 복권판매점,,4.0
5953,다올DC마트,055-338-7382,경남 김해시 356-5번지,,1.0
5954,행운복권방,055-335-8214,경남 김해시 북부동 104번지 복권판매점,,3.0
5955,플러스로터리,055-366-6393,경남 양산시 물금읍 범어리 2680-2 103호 복권판매점,,5.0
5956,벼락부자복권방,055-363-8088,경남 양산시 북부동 148-19 북부시장1층 B동1호,,3.0
5957,스포츠복권방,055-363-8300,경남 양산시 물금읍 범어리 386-1번지,1.0,13.0
5958,해피데이복권방,055-572-0505,경남 의령군 의령읍 중동리 386-17번지,2.0,5.0
5959,정우빌딩,055-745-7690,경남 진주시 평거동 770-12번지 세븐일레븐 내,,6.0
5960,노다지복권방,055-533-7832,경남 창녕군 창녕읍 교리 275-5번지,,4.0
5961,행복복권방,055-296-6112,경남 창원시 의창구 팔용동 106-10번지,4.0,2.0
5962,블루25복권명당대원점,055-276-9278,경남 창원시 의창구 팔룡동 95-17,1.0,5.0
5963,천하명당,055-644-8577,경남 통영시 항남동 97-3번지,,3.0
5964,도깨비방망이복권방,055-587-2837,경남 함안군 칠서면 무릉리 1122 칠서에이스임대아파트상가104호,,6.0
5965,씨유 함양한주점,055-963-6589,경남 함양군 함양읍 용평리 684-8번지,2.0,11.0
5966,복슈퍼,055-327-2828,경남 김해시 북부동 1410-2 분성마을5단지 푸르지오주상가111호 복권판매점,1.0,5.0
5967,삼거리슈퍼,055-335-2479,경남 김해시 부원동 845-1,,
5968,삼방동토토플러스복권방,055-335-3981,경남 김해시 삼방동 667-9번지,,6.0
5969,로또카페,055-339-8295,경남 김해시 454-13 1층 커피전문점,2.0,6.0
5970,영화채널24할인마트,055-313-9991,경남 김해시 52-3번지 비전타워104호 복권판매점,,10.0
5971,서원탑훼미리,055-255-5568,경남 창원시 마산회원구 석전동 225-3 1층 1호,,7.0
5972,이마트24 마산만복점,055-299-1153,경남 창원시 마산회원구 합성동 266-17번지,2.0,17.0
5973,사천큰마트,055-852-8552,경남 사천시 사천읍 평화리 156-13번지,1.0,5.0
5974,영화복권,055-552-5589,경남 창원시 진해구 안골동 352-7번지,1.0,4.0
5975,은정슈퍼,055-285-8340,경남 창원시 성산구 가음동 23-1 은정상가101호 GS편의점,,7.0
5976,대방상회,055-266-2522,경남 창원시 성산구 사파동 344-9,1.0,2.0
5977,도계할인마트,055-277-1521,경남 창원시 의창구 도계동 347-1번지,,1.0
5978,천지창조,055-263-4327,경남 창원시 성산구 사파동 123-13번지,,3.0
5979,원마트,055-263-4609,경남 창원시 의창구 용호동 73-2번지 라이크빌1층102호,,4.0
5980,코리아슈퍼,055-644-6362,경남 통영시 무전동 985-1 상가1층 103호,3.0,7.0
5981,대도레코드사,055-745-5522,경남 진주시 신안동 448-4번지,1.0,
5982,복권방,,경남 김해시 진례면 청천리 367-1 좌측 복권판매점,,4.0
5983,삼계복권전문점,055-231-1959,경남 창원시 마산회원구 내서읍 삼계리 30-3번지,1.0,9.0
5984,로또판매소,055-251-7370,경남 창원시 마산회원구 석전동 260-28 1층 해바라기슈퍼,,
5985,밀성당 로또판매점,055-296-3155,경남 창원시 마산회원구 석전동 257-26 1층,,1.0
5986,완월로또,055-245-0671,경남 창원시 마산합포구 완월동 217-3 세븐일레븐 내,2.0,8.0
5987,행운복권,055-352-8871,경남 밀양시 가곡동 590-37번지 1층 2호,,5.0
5988,복권명당,055-354-1833,경남 밀양시 내이동 1535-18 1층 미르통신,,3.0
5989,상남로또방,055-355-9678,경남 밀양시 상남면 기산리 1475-4번지,1.0,1.0
5990,로또장,055-748-1845,경남 진주시 상봉서동 806-38번지,,1.0
5991,썬마트 복권방,055-745-0885,경남 진주시 신안동 11-74 1층,,2.0
5992,늘봄편의점,055-753-6682,경남 진주시 상평동 221-15번지,2.0,3.0
5993,노마진말티고개점,055-754-7672,경남 진주시 하대동 281 1층,1.0,2.0
5994,나라복권,055-762-8242,경남 진주시 호탄동 961-31번지 CU편의점 내,1.0,4.0
5995,대박행진,055-642-3570,경남 통영시 무전동 1034-7,,2.0
5996,하동로또명당,055-884-7890,경남 하동군 하동읍 읍내리 322-1번지,,6.0
5997,씨스페이스 함안점,055-584-6067,경남 함안군 가야읍 말산리 527-4번지 홍성빌딩101-2호,,4.0
5998,강남25시편의점,055-687-6536,경남 거제시 옥포동 550-17,1.0,6.0
5999,로또,055-674-3774,경남 고성군 고성읍 동외리 287-21번지,2.0,18.0
6000,남해복권,055-863-4322,경남 남해군 남해읍 북변리 125-15 1층 cu편의점 내,,3.0
6001,수산로또점,055-391-6600,경남 밀양시 하남읍 양동리 611-22번지,,6.0
6002,행운복권방/해피하우스,055-366-1755,경남 양산시 덕계동 755-4,1.0,6.0
6003,LG25시북부점로또복권,055-385-5000,"경남 양산시 중앙동 423-5번지 가1-7,2-13",,6.0
6004,로또판매업,055-366-7119,경남 양산시 삼성동 885-9 CU편의점 내,2.0,10.0
6005,동원복권,055-388-1059,경남 양산시 북정동 531-4번지,4.0,8.0
6006,한아름로또마트,,경남 진주시 상대동 302-119 1층,,
6007,피터팬,055-543-7676,경남 창원시 진해구 마천동 95-3 1호 복권판매점,,5.0
6008,로또석동,055-545-2960,경남 창원시 진해구 석동 142-9번지 CU편의점 내,,
6009,복권나라,055-542-5226,경남 창원시 진해구 용원동 1121-11번지 CU편의점 내,1.0,5.0
6010,이마트24진해벚꽃점,055-542-4010,경남 창원시 진해구 석동 663-6 이마트24편의점,1.0,3.0
6011,용원로또방,055-551-9116,경남 창원시 진해구 용원동 1212-1 113호,2.0,9.0
6012,참조은복권방,055-644-0260,경남 통영시 도천동 124-42번지,,8.0
6013,로또정량점,055-643-0147,경남 통영시 정량동 1158-57 7호,1.0,15.0
6014,로또복권,055-884-1131,경남 하동군 금남면 계천리 987번지 지리산빅마트 내,1.0,2.0
6015,행운마트,055-587-4545,경남 함안군 칠원읍 오곡리 1423-92번지,,6.0
6016,믿음사복권방,055-962-9710,경남 함양군 안의면 당본리 159-3번지,,1.0
6017,야성산업건재,055-934-1838,경남 합천군 야로면 구정리 279-10번지 LIG손해보험 내,,
6018,로또명당,055-312-2124,경남 김해시 56-8번지 남명프라자1층 CU편의점내,,3.0
6019,CU(거제신정점),055-637-4067,경남 거제시 장평동 1195-3,1.0,10.0
6020,CU(진동사거리점),055-271-2110,경남 창원시 마산합포구 진동면 고현리 318번지 금강팰릭스타워,,5.0
6021,CU(마산해운점),055-241-7051,경남 창원시 마산합포구 해운동 42-10번지,,2.0
6022,씨스페이스(한림신천점),055-342-0881,경남 김해시 한림면 신천리 789-7번지,,3.0
6023,씨스페이스(삼정점),055-312-2267,경남 김해시 활천동 634-1,,3.0
6024,씨스페이스(어방가야점),055-332-8833,경남 김해시 어방동 531-4번지,,4.0
6025,GS25(창원서광점),055-283-3414,경남 창원시 성산구 중앙동 100-4번지 서광오피스텔111-1호111-2호,1.0,
6026,GS25(김해인덕점),055-337-8929,경남 김해시 삼방동 160-7,,1.0
6027,CU(밀양역광장점),055-354-8978,경남 밀양시 가곡동 447-1번지,,3.0
6028,CU(사천평화점),055-855-0015,경남 사천시 사천읍 평화리 134번지,,4.0
6029,씨스페이스(삼계가야점),055-333-3638,경남 김해시 삼계동 1462-9번지 102호,1.0,4.0
6030,CU(마산경남대점),055-221-0377,경남 창원시 마산합포구 월영동 430-31 1층 CU편의점,2.0,3.0
6031,만복슈퍼,055-298-2988,경남 창원시 의창구 북면 동전리 201-8번지,,6.0
6032,대명,055-688-4558,경남 거제시 옥포동 529-8번지 중앙시장 19호 대명텔레콤내,,1.0
6033,양산역씨유점,,경남 양산시 양주동 685-8 112호 CU편의점,,4.0
6034,로또명당마트,055-264-1785,경남 창원시 성산구 사파동 137-16번지,,3.0
6035,대박상사,055-551-9960,경남 창원시 진해구 장천동 119-12 주상가동 103호 GS편의점,1.0,5.0
6036,주촌대박로또점,055-338-5020,경남 김해시 주촌면 천곡리 9-2 세븐일레븐 편의점 내,,3.0
6037,한솔슈퍼,055-963-1156,경남 함양군 함양읍 교산리 156-2번지,,2.0
6038,진교로또복권판매점,055-882-4454,경남 하동군 진교면 진교리 302-70번지,2.0,1.0
6039,삼삼마트,055-742-5632,경남 진주시 봉안동 27-3번지,3.0,13.0
6040,비디오 채널4,055-759-3152,경남 진주시 상대동 310-12번지,,3.0
6041,금돼지,055-761-7610,경남 진주시 충무공동 322-7 더원프라자 1층,,3.0
6042,폭스일레븐,055-295-7550,경남 창원시 마산회원구 석전동 246-10 진스빌103호,,1.0
6043,진빈레코드,055-353-1778,경남 밀양시 내이동 1187-1번지,,6.0
